OBJECTID,CT20,LABEL,Population Density (Pop Per Square Mile),Total Population,Median Household Income,Median Home Value,Percent White Population,Percent Black Population,Percent Asian Population,Percent Hispanic Population,Percent Owner Occupied Housing Units,Percent Population With Higher Education,Number of Permits,Mean Year Built of Retrofitted Residences,Mean Building Age (All Residences),Mean Year Built of All 1 or 2 Family Dwellings,Number of 1 or 2 Family Dwellings,Mean Year Built of All 1 or 2 Family Dwellings Built Before 1980,Number of 1 or 2 Family Dwellings Built Before 1980,Normalized Permit Count (Method 2),Permits Per 1000 Residences (Method 2- Overall),Transformed Permit Count (Method 2- Overall),Number of 1 or 2 Family Dwellings Built Before 1940,Percent of 1 or 2 Family Dwellings Built Before 1940,Corresponding Zip Code,EBB Program Identifier (2021),EBB Program Identifier (2022),CenterLat,CenterLong,SS,Permits Per 1000 Residences (Method 2- Pre 2013),Transformed Permit Count (Method 2- Pre 2013),Permits Per 1000 Residences (Method 2- 2013 Onwards),Transformed Permit Count (Method 2- 2013 Onwards)
113,113425,1134.25,31202.8,4088,63840,280882,20.4,9.08,10.54,63.87,4.42,27.1,0,,41.714286,1980.285714,119,1978,76,0,0,0,0,0,91304,0,0,34.23168,-118.590839,1.653,0,0,0,0
114,113426,1134.26,3400.6,2450,85557,620192,28.61,4.2,15.31,53.67,48.03,42.67,0,,63.762419,1958.237581,463,1957.512088,455,0,0,0,2,0.431965,91311,0,1,34.233461,-118.581533,1.684,0,0,0,0
115,113427,1134.27,30003,3003,64779,565476,24.88,6.36,15.58,54.98,24.72,34.91,0,,42.572816,1979.427184,412,1973.818182,231,0,0,0,3,0.728155,91304,0,0,34.2257,-118.588654,1.61,0,0,0,0
116,113428,1134.28,7120.8,3493,104381,598684,36.3,4.18,20.96,40.91,83.45,33.59,1,1937,62.06442,1959.93558,1009,1956.603157,887,0.001127,1.127,0.754899,5,0.49554,91306,0,0,34.224151,-118.578734,1.612,0,0,1.127396,0.754899
117,115101,1151.01,3469,5200,164620,903139,59.48,3.17,15.44,20.42,92.84,61.8,1,1958,57.736998,1964.263002,1693,1960.798052,1540,0.000649,0.649,0.500382,6,0.3544,91325,0,0,34.239444,-118.511243,1.992,0.649351,0.500381665,0,0
118,115103,1151.03,4040.2,2369,48547,0,19.8,21.4,12.62,45.63,0,82.32,0,,,,0,,0,,,,0,,91330,0,0,34.243833,-118.527462,1.994,<Null>,<Null>,<Null>,<Null>
119,115104,1151.04,10137.3,3993,76528,786029,36.96,7.71,23.64,31.35,25.18,63.07,0,,46.357377,1975.642623,610,1955.916667,324,0,0,0,2,0.327869,91325,0,0,34.237496,-118.522658,1.914,0,0,0,0
120,115202,1152.02,7719.3,5190,85193,653409,35.41,6.45,18.9,40.94,44.18,56.98,2,1951,63.839048,1958.160952,1050,1954.71623,955,0.002094,2.094,1.129543,19,1.809524,91324,0,0,34.233842,-118.537788,1.807,1.04712,0.716434132,1.04712,0.716434
121,115203,1152.03,11853.9,2768,77666,799059,36.71,9.9,21.28,33.71,28.58,57.37,0,,52.224422,1969.775578,303,1956.865854,164,0,0,0,2,0.660066,91325,0,0,34.2462,-118.53241,2.014,0,0,0,0
122,115204,1152.04,14328.3,4264,75297,639985,39,7.01,21.6,32.46,27.83,61.54,0,,56.716194,1965.283806,599,1963.879562,548,0,0,0,5,0.834725,91324,0,0,34.243012,-118.540443,1.936,0,0,0,0
123,115301,1153.01,6621.6,4196,111005,789206,44.88,5.53,22.07,27.03,56.81,48.63,0,,57.748713,1964.251287,971,1963.406217,933,0,0,0,3,0.30896,91324,0,0,34.242669,-118.548488,1.903,0,0,0,0
124,115302,1153.02,11954.3,3867,51624,616782,16.37,2.84,11.04,75.05,34.75,29.2,0,,59.51436,1962.48564,383,1960.825967,362,0,0,0,3,0.78329,91324,0,0,34.226068,-118.549962,1.677,0,0,0,0
125,115401,1154.01,8064.3,5932,86754,864058,33.5,4.99,13.52,50.07,38.1,41.19,2,1956.5,57.056309,1964.943691,959,1961.904142,845,0.002364,2.364,1.21315,9,0.938478,91325,0,0,34.224813,-118.515139,1.837,0,0,2.364066,1.21315
126,115403,1154.03,12619.8,3429,63441,612500,24.73,6.77,15.84,55.53,37.99,37.66,1,1956,62.961538,1959.038462,313,1956.962329,292,0.003425,3.425,1.487193,0,0,91325,0,0,34.224739,-118.531742,1.748,3.424658,1.487192882,0,0
127,115404,1154.04,7509.3,2764,79880,622911,24.6,6.87,18.85,53.33,51.93,39.23,1,1951,63.951128,1958.048872,533,1956.933981,515,0.001942,1.942,1.079004,20,3.752345,91324,0,0,34.225306,-118.541335,1.706,1.941748,1.079003817,0,0
128,117101,1171.01,17311.2,5210,103850,580589,16.78,5.41,36.43,42.65,69.25,49.98,0,,32.203223,1989.796777,1117,1957.729032,155,0,0,0,8,0.716204,91343,0,1,34.239212,-118.462201,2.213,0,0,0,0
129,117102,1171.02,6939.1,2783,85102,702767,26.45,3.2,15.81,58.68,68.23,37.33,0,,55.974619,1966.025381,788,1954.621514,502,0,0,0,17,2.15736,91343,0,1,34.246553,-118.460334,2.286,0,0,0,0
130,117201,1172.01,14869.7,4545,77672,844216,20.92,5.79,14.43,65.74,35.11,37.92,0,,54.254237,1967.745763,472,1964.635714,420,0,0,0,2,0.423729,91343,0,1,34.242686,-118.470108,2.22,0,0,0,0
131,117202,1172.02,3823.9,2678,108494,646812,31.55,6.72,25.54,37.23,80.39,58.45,0,,55.434371,1966.565629,739,1958.978723,564,0,0,0,1,0.135318,91343,0,1,34.242914,-118.478886,2.188,0,0,0,0
132,117301,1173.01,7366.1,3788,112079,610217,43.43,4.09,16.29,37.7,82.14,55.72,0,,63.955285,1958.044715,1230,1957.96088,1227,0,0,0,0,0,91343,0,1,34.242164,-118.489663,2.131,0,0,0,0
133,117302,1173.02,6841.6,5420,112248,637139,44.43,4.83,17.21,34.67,77.07,59.68,1,1956,60.49348,1961.50652,1457,1959.583455,1366,0.000732,0.732,0.549314,2,0.137268,91343,0,1,34.238149,-118.498754,2.03,0.732064,0.549314004,0,0
134,117303,1173.03,5199.9,3615,105357,606905,38.42,3.37,15.57,44.84,84.04,47.72,1,1955,62.097303,1959.902697,1038,1957.302277,966,0.001035,1.035,0.710592,4,0.385356,91343,0,1,34.228115,-118.491294,1.958,1.035197,0.710592466,0,0
135,117404,1174.04,6646.4,4531,102927,635971,35.42,4.3,21.92,40.28,70.09,49.18,2,1955.5,57.764082,1964.235918,1225,1956.567703,997,0.002006,2.006,1.100616,39,3.183673,91343,0,1,34.228484,-118.479089,2.017,1.003009,0.694650563,1.003009,0.694651
136,117405,1174.05,42487.9,3311,45315,179000,13.65,4.86,2.42,86.95,6.24,9.8,0,,44.825688,1977.174312,109,1973.931034,58,0,0,0,2,1.834862,91343,0,1,34.233736,-118.470243,2.101,0,0,0,0
137,117407,1174.07,46046.4,3526,36878,0,9.73,2.61,2.92,91.15,1.21,9.12,0,,47,1975,22,1931.333333,3,0,0,0,3,13.636364,91343,0,1,34.230111,-118.470324,2.05,0,0,0,0
138,117408,1174.08,19281.6,2803,45314,550000,14.66,5.42,8.49,77.06,16.34,22.73,0,,50.219178,1971.780822,219,1955.825688,109,0,0,0,4,1.826484,91343,0,1,34.224851,-118.470383,2.084,0,0,0,0
139,117510,1175.1,31773.1,4111,52258,339103,13.21,2.63,7.95,82.56,15.7,19.31,0,,46.485106,1975.514894,236,1950.743902,82,0,0,0,17,7.20339,91343,0,1,34.233745,-118.462986,2.133,0,0,0,0
140,117520,1175.2,31099.2,3911,50175,316667,13.09,4.5,5.93,84.38,17.26,20.39,0,,41.49789,1980.50211,237,1951.932432,74,0,0,0,11,4.64135,91343,0,1,34.230045,-118.463278,2.08,0,0,0,0
141,117530,1175.3,27914.7,6002,61597,596657,14.91,3.9,15.99,72.91,22.78,20.58,1,1960,43.568627,1978.431373,612,1969.121795,312,0.003205,3.205,1.436305,7,1.143791,91343,0,1,34.224859,-118.463702,2.115,3.205128,1.436304782,0,0
142,119001,1190.01,9612.1,3983,88331,520833,15.24,0.73,16.8,72.76,76,26.13,0,,65.028908,1956.971092,934,1956.971092,934,0,0,0,3,0.321199,91331,1,1,34.232316,-118.418104,2.027,0,0,0,0
143,119003,1190.03,11972.1,3937,85662,455106,14.05,1.09,4.85,89.23,73.32,21.57,0,,69.22708,1952.77292,709,1950.587349,664,0,0,0,11,1.551481,91331,1,1,34.250373,-118.432842,2.377,0,0,0,0
144,119004,1190.04,8518.2,2794,102084,648904,14.78,1.04,10.27,80.85,67.09,20.97,0,,70.252372,1951.747628,527,1951.289017,519,0,0,0,12,2.27704,91331,1,1,34.241414,-118.423354,2.166,0,0,0,0
145,119201,1192.01,10608.5,3900,105301,597384,18.21,0.49,6.62,84.85,76.92,26.48,0,,69.27625,1952.72375,800,1952.54397,796,0,0,0,4,0.5,91331,1,1,34.246606,-118.441358,2.367,0,0,0,0
146,119202,1192.02,12120.5,4538,73110,541166,14.5,1.37,6.81,86.95,75.1,13.49,0,,63.392298,1958.607702,832,1955.342742,744,0,0,0,7,0.841346,91331,1,1,34.255433,-118.442567,2.421,0,0,0,0
147,119310,1193.1,24734.2,4095,61306,534173,18.66,3.69,16.63,66.86,47.03,27.91,1,1956,42.154703,1979.845297,808,1969.761538,260,0.003846,3.846,1.578185,2,0.247525,91402,0,1,34.245395,-118.450517,2.297,0,0,3.846154,1.578185
148,119320,1193.2,25074.8,4808,77777,591701,14.75,3.45,18.16,68.86,29.87,29.28,0,,43.213362,1978.786638,464,1951.238636,176,0,0,0,1,0.215517,91402,0,1,34.238922,-118.453622,2.242,0,0,0,0
149,119340,1193.4,75231.7,3548,35788,0,10.23,2.71,3.16,90.64,1.14,12.4,0,,43.48,1978.52,25,1943,1,0,0,0,0,0,91402,0,1,34.233614,-118.451913,2.179,0,0,0,0
150,119341,1193.41,22886.7,2884,66781,487500,14.63,3.68,27.05,56.76,34.17,35.16,0,,35.315294,1986.684706,425,1966.536585,82,0,0,0,0,0,91402,0,1,34.237171,-118.445888,2.233,0,0,0,0
151,119342,1193.42,36137.3,3057,59272,283333,14.59,2.36,12.33,77.63,45.45,27.3,0,,39.080338,1982.919662,473,1974.710843,166,0,0,0,0,0,91402,0,1,34.240773,-118.447279,2.278,0,0,0,0
152,119400,1194,11091.5,4803,95895,591667,15.97,1.23,7.39,82.99,80.45,21.41,2,1954,67.818438,1954.181562,1063,1952.784102,1019,0.001963,1.963,1.086104,2,0.188147,91331,1,1,34.240102,-118.43586,2.245,1.962709,1.086103896,0,0
153,119700,1197,9556.8,4835,96105,605087,31.98,0.99,21.94,47.92,83.03,44.13,1,1951,62.073917,1959.926083,1177,1955.733333,1050,0.000952,0.952,0.66905,28,2.378929,91402,0,1,34.221358,-118.426463,2.059,0.952381,0.669049629,0,0
154,119801,1198.01,13057.6,3087,96260,692105,17.85,0.78,10.79,77.49,81.01,30.9,0,,70.162338,1951.837662,616,1951.837662,616,0,0,0,1,0.162338,91331,1,1,34.235362,-118.43165,2.162,0,0,0,0
155,119802,1198.02,12157.1,2956,86102,597561,17.08,0.95,13.63,74.32,72.14,27.01,0,,67.8512,1954.1488,625,1954.1488,625,0,0,0,1,0.16,91331,1,1,34.232275,-118.428677,2.107,0,0,0,0
156,119900,1199,11596.2,4711,92404,550143,20.65,1.8,23.33,62.03,80.8,28.07,0,,72.694139,1949.305861,1092,1949.102941,1088,0,0,0,0,0,91402,0,1,34.227842,-118.441293,2.145,0,0,0,0
157,120010,1200.1,14035.2,3065,65430,588571,16.61,2.45,10.9,75.66,56.23,31.41,1,1948,73.21328,1948.78672,497,1948.78672,497,0.002012,2.012,1.102628,1,0.201207,91402,0,1,34.217894,-118.462635,2.168,2.012072,1.102628358,0,0
158,120020,1200.2,19794.6,4074,41509,582627,10.9,1.57,19.39,73.17,15.87,20.72,0,,65.856031,1956.143969,257,1956.143969,257,0,0,0,1,0.389105,91402,0,1,34.218601,-118.454827,2.185,0,0,0,0
159,120030,1200.3,17499.5,2552,39481,485714,15.95,1.33,4.11,86.79,8.18,18.47,0,,68.980392,1953.019608,51,1953.019608,51,0,0,0,0,0,91402,0,1,34.215113,-118.451881,2.188,0,0,0,0
160,120103,1201.03,57814.6,3091,34721,260294,12.88,1.46,2.91,91.26,7.3,10.32,0,,44.581395,1977.418605,86,1977.418605,86,0,0,0,0,0,91402,0,1,34.229725,-118.451811,2.135,0,0,0,0
161,120104,1201.04,13090.1,2294,48338,459804,14.73,7.59,18.61,63.12,13.89,32.44,0,,69.981132,1952.018868,106,1948.547368,95,0,0,0,1,0.943396,91402,0,1,34.223968,-118.449379,2.166,0,0,0,0
162,120105,1201.05,13248,2818,45467,486325,18.17,2.87,16.22,70.37,29.67,25.78,2,1948,67.470149,1954.529851,402,1950.719251,374,0.005348,5.348,1.848076,0,0,91402,0,1,34.227565,-118.447361,2.15,5.347594,1.848075778,0,0
163,120106,1201.06,54462.6,4338,40943,357692,12.01,2.44,16.11,76.23,11,23.14,1,1959,55.567797,1966.432203,118,1957.788889,90,0.011111,11.111,2.494123,2,1.694915,91402,0,1,34.223114,-118.456677,2.153,11.111111,2.494123305,0,0
164,120107,1201.07,46531.4,3724,36934,342308,16.6,3.11,5.26,84.77,6.5,8.15,0,,56.358779,1965.641221,131,1963.838983,118,0,0,0,4,3.053435,91402,0,1,34.226398,-118.456563,2.133,0,0,0,0
165,120108,1201.08,35723.8,5337,42878,512931,14.11,4.46,11.2,75.74,27.03,23.16,0,,40.00875,1981.99125,800,1975.269406,438,0,0,0,1,0.125,91402,0,1,34.231648,-118.45616,2.134,0,0,0,0
166,120300,1203,8241.7,5469,83277,653469,25.27,2.05,20.13,56.45,74.12,32.63,1,1950,72.397985,1949.602015,1191,1949.602015,1191,0.00084,0.84,0.609565,0,0,91402,0,1,34.215296,-118.440852,2.174,0.839631,0.60956477,0,0
167,120400,1204,16052.9,6606,60720,560698,21.8,2.76,22.48,55.9,36.14,30.23,1,1951,66.038005,1955.961995,842,1953.03287,791,0.001264,1.264,0.817231,1,0.118765,91402,0,1,34.218887,-118.432352,2.107,1.264223,0.817231434,0,0
168,121010,1210.1,5836.8,4596,80708,640694,36.44,1.41,10.31,56.92,71.03,37.65,0,,69.887824,1952.112176,1044,1951.270772,1023,0,0,0,7,0.670498,91352,1,1,34.22336,-118.403693,1.973,0,0,0,0
169,121020,1210.2,11703.9,3726,65616,633712,37.71,2.66,10.31,52.63,49.57,32.55,0,,68.169343,1953.830657,685,1950.690967,631,0,0,0,3,0.437956,91605,1,1,34.212127,-118.402074,1.911,0,0,0,0
170,121101,1211.01,16266.7,2966,67775,625000,29.74,2.76,8.6,64.09,42.96,32.96,0,,57.195046,1964.804954,646,1955.439462,446,0,0,0,15,2.321981,91352,1,1,34.224422,-118.365442,2.089,0,0,0,0
171,121102,1211.02,985.2,2868,69446,641892,50.38,1.99,5.51,49.16,61.37,33.16,0,,72.328147,1949.671853,707,1947.037037,675,0,0,0,159,22.489392,91352,1,1,34.242365,-118.381445,2.213,0,0,0,0
172,121210,1212.1,4363.3,3415,77855,571121,20.59,1.43,16.28,69.34,63.6,25.93,2,1944.5,61.373702,1960.626298,579,1953.032258,496,0.004032,4.032,1.615869,59,10.189983,91352,1,1,34.239428,-118.404651,2.135,4.032258,1.615868803,0,0
173,121221,1212.21,11042.7,2150,76270,603795,17.91,1.63,6.74,80.05,66.79,24.72,0,,71.252294,1950.747706,436,1948.862981,416,0,0,0,30,6.880734,91352,1,1,34.227622,-118.395575,2.078,0,0,0,0
174,121222,1212.22,10562.5,5444,59705,612624,17.65,1.29,4.34,87.14,32.45,17.72,1,1946,65.104762,1956.895238,525,1953.096842,475,0.002105,2.105,1.133098,79,15.047619,91352,1,1,34.232157,-118.391961,2.157,0,0,2.105263,1.133098
175,121600,1216,6734.7,2963,98474,624209,45.83,2.33,21.87,32.8,75.57,50.71,2,1954,64.753358,1957.246642,819,1955.603073,781,0.002561,2.561,1.269991,19,2.319902,91605,1,1,34.211073,-118.410603,1.969,1.28041,0.824355133,1.28041,0.824355
176,121801,1218.01,19645.3,3684,46311,615759,21.69,5.59,8.01,69.92,29.64,29.61,0,,67.688196,1954.311804,449,1953.319635,438,0,0,0,16,3.563474,91605,1,1,34.211492,-118.392889,1.925,0,0,0,0
177,121802,1218.02,8322.8,3055,78607,603026,32.44,3.21,7.89,63.54,72.93,27.12,0,,70.362928,1951.637072,642,1950.003215,622,0,0,0,22,3.426791,91605,1,1,34.219219,-118.391376,2.017,0,0,0,0
178,121900,1219,6248.1,4071,71314,631629,22.48,1.89,7.54,74.48,59.29,17.76,1,1947,71.825465,1950.174535,700,1948.03438,669,0.001495,1.495,0.914196,65,9.285714,91352,1,1,34.217872,-118.383213,2.07,1.494768,0.914195864,0,0
179,122000,1220,4256.2,5362,83803,631956,51.45,1.64,15.11,35.4,62.06,38.31,4,1952.75,61.979938,1960.020062,1296,1956.738986,1203,0.003325,3.325,1.464417,29,2.237654,91605,1,1,34.214784,-118.418441,2.018,3.325021,1.464416945,0,0
180,122120,1221.2,17555.3,4879,66397,598936,19.37,1.43,4.96,81.49,54.31,22.56,0,,69.683931,1952.316069,753,1950.017045,704,0,0,0,20,2.656042,91352,1,1,34.21078,-118.371922,2.052,0,0,0,0
181,122121,1221.21,15026,2390,59867,553191,21.26,1.92,8.91,75.1,45.98,21.12,0,,68.97027,1953.02973,370,1950.677326,344,0,0,0,10,2.702703,91352,1,1,34.214219,-118.370568,2.063,0,0,0,0
182,122122,1221.22,6031.9,2405,44739,585526,21.08,2.62,2.37,78.42,19.87,10.25,0,,76,1946,159,1941.277778,144,0,0,0,51,32.075472,91352,1,1,34.219858,-118.37339,2.091,0,0,0,0
183,122200,1222,6088.9,4008,69062,605263,26.27,0.8,3.77,78.29,49.95,22.24,1,1949,76.422535,1945.577465,639,1943.716828,618,0.001618,1.618,0.962458,129,20.187793,91352,1,1,34.214322,-118.359461,2.04,0,0,1.618123,0.962458
184,122410,1224.1,13979.6,3816,41978,414103,20.81,6.37,6.58,75.97,12.31,28.74,0,,56.535433,1965.464567,127,1950.688172,93,0,0,0,10,7.874016,91605,1,1,34.204488,-118.391986,1.884,0,0,0,0
185,122420,1224.2,13854.6,4615,51425,645397,20.41,3.4,6.8,76.16,36.83,20.77,0,,71.826549,1950.173451,565,1950.070922,564,0,0,0,0,0,91605,1,1,34.203615,-118.383296,1.899,0,0,0,0
186,123010,1230.1,10991.3,4311,52410,598913,18.93,2.09,2.41,85.22,36.82,19.22,0,,74.871921,1947.128079,406,1946.722084,403,0,0,0,14,3.448276,91352,1,1,34.202749,-118.374584,1.937,0,0,0,0
187,123020,1230.2,14414.2,3148,53193,579749,20.24,0.95,4.83,81,61.96,15.13,0,,70.421147,1951.578853,558,1951.097649,553,0,0,0,9,1.612903,91352,1,1,34.204742,-118.366507,2.013,0,0,0,0
188,123103,1231.03,12155.8,4235,59952,615512,33.25,5.36,9.85,56.25,34.21,42.83,1,1941,55.5,1966.5,732,1946.550532,376,0.00266,2.66,1.297347,20,2.73224,91606,1,1,34.190876,-118.365463,1.909,2.659574,1.297346875,0,0
189,123104,1231.04,14048.1,4240,53736,648872,35.4,4.25,6.44,60.85,29.08,38.55,0,,72.626263,1949.373737,495,1947.422505,471,0,0,0,12,2.424242,91606,1,1,34.182895,-118.365015,2.018,0,0,0,0
190,123203,1232.03,15964.6,3622,51209,658708,23.44,5.11,3.98,75.4,11.74,20.25,1,1945,66.084211,1955.915789,190,1949.586826,167,0.005988,5.988,1.944198,44,23.157895,91605,1,1,34.196247,-118.391142,1.871,0,0,5.988024,1.944198
191,123204,1232.04,25005,3130,53929,623457,27.67,4.5,4.06,71.79,17.48,29.65,1,1926,56.584362,1965.415638,243,1942.418919,148,0.006757,6.757,2.048564,53,21.8107,91605,1,1,34.193941,-118.394342,1.909,6.756757,2.048564303,0,0
192,123205,1232.05,8504.1,2488,48006,646505,24.32,3.14,3.62,77.09,21.17,26.75,1,1925,78.062893,1943.937107,159,1940.22,150,0.006667,6.667,2.036882,58,36.477987,91605,1,1,34.194569,-118.383574,1.852,6.666667,2.036881927,0,0
193,123206,1232.06,12076.8,2811,43133,612500,20.21,2.53,3.63,84.63,24.07,20.56,0,,71.61753,1950.38247,251,1950.38247,251,0,0,0,0,0,91606,1,1,34.193712,-118.374879,1.867,0,0,0,0
194,123301,1233.01,9332.9,4697,78075,608116,33.66,7.71,22.04,37.22,38.56,49.32,0,,49.966346,1972.033654,832,1967.80758,686,0,0,0,6,0.721154,91605,1,1,34.200315,-118.400134,1.929,0,0,0,0
195,123303,1233.03,12373.3,3026,59825,587225,36.15,2.64,7.7,57.53,30.49,28.21,1,1947,70.958025,1951.041975,405,1949.83038,395,0.002532,2.532,1.261764,11,2.716049,91605,1,1,34.19728,-118.411616,2.04,0,0,2.531646,1.261764
196,123304,1233.04,13314.1,4519,45685,616445,46.43,3.3,4.49,49.77,19.01,38.99,0,,67.628788,1954.371212,396,1952.397906,382,0,0,0,7,1.767677,91605,1,1,34.196544,-118.4061,1.997,0,0,0,0
197,123410,1234.1,21808.8,4186,60409,703221,39.82,2.72,5.92,55.35,26.11,26.56,0,,64.989305,1957.010695,374,1954.872832,346,0,0,0,17,4.545455,91605,1,1,34.197972,-118.421644,2.073,0,0,0,0
198,123420,1234.2,14185.8,4309,50674,615155,41.22,2.46,7.19,54.28,34.13,39.23,0,,69.884026,1952.115974,457,1950.686099,446,0,0,0,0,0,91605,1,1,34.19358,-118.416626,2.066,0,0,0,0
199,123510,1235.1,15809.9,4874,57379,661017,44.65,4.33,6.75,45.69,27.9,41.25,2,1958,60.521429,1961.478571,560,1955.908,500,0.003992,3.992,1.60784,26,4.642857,91405,1,1,34.195111,-118.427517,2.076,1.996008,1.097280731,1.996008,1.097281
200,123520,1235.2,13379.9,2639,62514,639286,46.19,3.03,5.95,46.65,37.89,41.36,1,1952,60.056818,1961.943182,440,1951.635135,370,0.002695,2.695,1.307094,9,2.045455,91401,1,1,34.188723,-118.424707,2.067,2.695418,1.307093617,0,0
201,123601,1236.01,8470.8,5012,66744,663081,57.86,3.69,4.83,34.08,35.55,48.95,1,1965,64.163656,1957.836344,941,1956.246955,903,0.001106,1.106,0.744883,83,8.820404,91401,1,1,34.177952,-118.417993,2.055,0,0,1.106195,0.744883
202,123602,1236.02,9771,3500,60428,816983,54.43,4.49,6.06,36.97,37.98,49.38,2,1941.5,69.346154,1952.653846,650,1951.0224,625,0.0032,3.2,1.435085,23,3.538462,91401,1,1,34.181225,-118.426338,2.059,3.2,1.435084525,0,0
203,123700,1237,10891.7,4005,81342,662069,62.42,3.1,7.82,27.99,57.35,44.94,1,1948,72.257511,1949.742489,932,1947.960221,905,0.001105,1.105,0.744302,0,0,91606,1,1,34.184865,-118.409529,2.057,1.104972,0.744302344,0,0
204,123800,1238,11536.3,5746,88417,848517,62.91,5.33,5.15,26.31,34.23,53.79,3,1944.333333,65.99,1956.01,1000,1948.948837,860,0.003488,3.488,1.50149,136,13.6,91606,1,1,34.179744,-118.401448,2.038,2.325581,1.201644515,1.162791,0.771399
205,123901,1239.01,9118.7,4546,78144,667254,39.88,5.94,7,51.08,29.51,49.98,4,1934,78.359517,1943.640483,662,1942.095313,640,0.00625,6.25,1.981001,143,21.601208,91606,1,1,34.185459,-118.39381,1.947,6.25,1.981001469,0,0
206,123902,1239.02,9991,2563,78003,718125,51.7,6.67,10.46,29.42,34.58,58.19,1,1952,69.157699,1952.842301,539,1948.560976,492,0.002033,2.033,1.109394,4,0.742115,91607,1,1,34.175883,-118.392241,2.011,2.03252,1.109394064,0,0
207,124000,1240,9177.7,4784,109122,985480,72.83,4.01,5.54,14.19,47.54,68.81,3,1940,63.150718,1958.849282,1254,1950.46833,1042,0.002879,2.879,1.355598,216,17.22488,91607,1,1,34.162507,-118.404948,2.054,2.879079,1.355597676,0,0
208,124102,1241.02,14409.8,3612,59536,667903,40.39,5.62,6.95,50,24.18,45.07,4,1942.75,72.650113,1949.349887,443,1939.300532,376,0.01061,10.61,2.451874,177,39.954853,91601,1,1,34.175787,-118.383411,2.036,10.61008,2.45187365,0,0
209,124103,1241.03,14631.5,1830,51429,659926,28.52,2.84,5.41,67.21,34.94,27.76,1,1940,79.453441,1942.546559,247,1939.759494,237,0.004219,4.219,1.652384,13,5.263158,91606,1,1,34.188497,-118.383424,1.863,4.219409,1.652384231,0,0
210,124104,1241.04,18943.4,2373,54707,628641,28.32,6.36,4.76,61.57,18.08,38.29,0,,79.311688,1942.688312,154,1941.64,150,0,0,0,31,20.12987,91606,1,1,34.184866,-118.383422,1.908,0,0,0,0
211,124105,1241.05,19113.2,2395,55141,618812,35.95,3.55,5.68,58.66,17.08,37,1,1941,71.137056,1950.862944,197,1940.96875,160,0.00625,6.25,1.981001,20,10.152284,91606,1,1,34.181234,-118.383418,1.955,6.25,1.981001469,0,0
212,124201,1242.01,9291.3,3489,64032,629576,36.57,2.84,8.77,54.37,51.43,33.08,1,1948,70.898305,1951.101695,767,1945.386913,703,0.001422,1.422,0.88479,89,11.603651,91606,1,1,34.184871,-118.374689,1.932,1.422475,0.884789789,0,0
213,124203,1242.03,18195.2,2278,56645,688844,31.83,2.63,3.82,69.53,37.8,34.29,0,,82.846154,1939.153846,273,1938.590406,271,0,0,0,126,46.153846,91601,1,1,34.177609,-118.374677,2.037,0,0,0,0
214,124204,1242.04,23491.6,2942,49787,612981,33.65,5.17,4.66,59.35,11.85,38.47,1,1923,78.612903,1943.387097,186,1934.456954,151,0.006623,6.623,2.031107,117,62.903226,91601,1,1,34.173977,-118.374668,2.041,6.622517,2.031106572,0,0
215,124300,1243,11322.5,3895,53135,641113,33.27,3.18,5.57,62.44,26.49,39.95,2,1945,73.40678,1948.59322,531,1942.363257,479,0.004175,4.175,1.64391,151,28.436911,91601,1,1,34.175743,-118.364308,2.032,2.087683,1.127420865,2.087683,1.127421
216,124400,1244,11513.8,4337,95735,873897,68.02,3.5,4.17,21.28,39.6,58.05,4,1949,62.946467,1959.053533,934,1956.977401,885,0.00452,4.52,1.708337,7,0.749465,91607,1,1,34.173978,-118.409559,2.054,4.519774,1.708336919,0,0
217,124500,1245,9120.5,2845,102792,880597,63.34,5.06,7.7,22.11,49.03,56.74,3,1942.333333,63.215278,1958.784722,720,1950.817726,598,0.005017,5.017,1.794543,95,13.194444,91401,1,1,34.172279,-118.426783,2.049,1.672241,0.982917372,3.344482,1.468906
218,124600,1246,7358.1,3182,90626,862939,66.94,5.56,8.33,17.85,39.99,61.89,3,1947.333333,70.049682,1951.950318,785,1948.620924,736,0.004076,4.076,1.624541,51,6.496815,91423,1,1,34.162074,-118.426944,2.037,4.076087,1.624540681,0,0
219,124700,1247,10253.8,5392,121551,1025338,70.09,6.32,6.53,15.04,45.75,72.41,4,1956.75,60.882064,1961.117936,1221,1957.280365,1095,0.00365,3.65,1.536789,63,5.159705,91423,1,1,34.161858,-118.416548,2.045,2.737226,1.318343699,0.912409,0.648364
